year,BIOMASS,COAL_CONV,LI_BATTERY,NATGAS_CONV,NUCLEAR_CONV,SOLAR_FARM,WIND_FARM
2040,3.7192267,2.4444,21.281289,5.02332,12.42,50.013686,20.4662
2045,3.7192267,2.35704,24.246944,0.6888,12.42,57.107442000000006,20.74711
2050,3.7192267,2.2556,26.697524,0.6888,12.42,62.624579,22.346615
2025,0.0,7.5059,0.1281,16.3716,12.42,3.9724885,8.0261939
2030,5.359229,5.04524,13.826221,16.3327,12.42,29.107432,21.498442999999998
2035,5.3772232,2.81574,15.372714,15.903979999999999,12.42,32.130823,25.258508000000003
2040,5.3772232,2.4444,17.429641,5.02332,12.42,35.966896,28.314895
2045,5.3772232,2.35704,20.750315999999998,0.6888,12.42,42.971323,28.875049
2050,5.3772232,2.2556,24.049369,0.6888,12.42,49.313505,29.781004
2025,0.0,7.5059,0.1281,16.3716,12.42,5.1853088,7.1215594
2030,2.9259159,5.04524,19.893874,16.3327,12.42,37.404557000000004,17.564644
2035,2.9259159,2.81574,21.961081999999998,15.903979999999999,12.42,41.146300000000004,20.046825000000002
2040,2.9259159,2.4444,23.986805,5.02332,12.42,45.007766000000004,22.507678
2045,2.9259159,2.35704,26.012528,0.6888,12.42,48.869231,24.968532
2050,2.9259159,2.2556,28.038251,0.6888,12.42,52.730697,27.429385
2025,0.0,7.5059,0.1281,16.3716,12.42,1.5792321999999999,9.6849653
2030,0.25998235,5.04524,20.40511,16.3327,12.42,38.782745000000006,21.095349
2035,0.25998235,2.81574,22.021330000000003,15.903979999999999,12.42,42.649629999999995,23.425835
2040,0.25998235,2.4444,23.64494,5.02332,12.42,46.517548000000005,25.752746
2045,0.25998235,2.35704,25.272984,0.6888,12.42,50.386084000000004,28.077514
2050,0.25998235,2.2556,26.899356,0.6888,12.42,54.260233,30.401268
2025,0.0,7.5059,0.1281,16.3716,12.42,2.7454296,8.5598448
2030,1.5485813000000002,5.04524,18.162440999999998,16.3327,12.42,33.622329,23.408093
2035,1.5485813000000002,2.81574,19.958616000000003,15.903979999999999,12.42,36.920688999999996,26.075620999999998
2040,1.5485813000000002,2.4444,21.735799,5.02332,12.42,40.25825,28.743809000000002
2045,1.5485813000000002,2.35704,23.230434000000002,0.6888,12.42,44.18291000000001,31.417303
2050,1.5485813000000002,2.2556,25.055352,0.6888,12.42,47.421285000000005,34.084595
2025,0.0,7.5059,0.1281,16.3716,12.42,3.7766058,8.5016719
2030,4.402888,5.04524,12.475181000000001,16.3327,12.42,19.607983,29.552011
2035,4.402888,2.81574,13.699860000000001,15.903979999999999,12.42,22.22194,33.593634
2040,4.402888,2.4444,15.623654,5.02332,12.42,24.734447,37.142012
2045,4.402888,2.35704,17.404713,0.6888,12.42,27.52108,40.690391000000005
2050,4.402888,2.2556,20.316498,0.6888,12.42,31.441723999999997,42.925168
2025,0.0,7.5059,0.1281,16.3716,12.42,2.9195311999999998,8.4310776
2030,2.1536407,5.04524,17.554101,16.3327,12.42,39.647554,19.737023
2035,2.1536407,2.81574,19.252959,15.903979999999999,12.42,43.349271,22.369850999999997
2040,2.1536407,2.4444,20.951817,5.02332,12.42,47.050989,25.002679
2045,2.1536407,2.35704,22.650675,0.6888,12.42,50.752705999999996,27.635508
2050,2.1536407,2.2556,24.349533,0.6888,12.42,54.454423000000006,30.268335999999998
2025,0.0,7.5059,0.1281,16.3716,12.42,4.514287,8.0180056
2030,1.0986528,5.04524,16.663314999999997,16.3327,12.42,39.004345,21.403636
2035,1.0986528,2.81574,18.312246,15.903979999999999,12.42,43.098883,23.698608
2040,1.0986528,2.4444,20.009878,5.02332,12.42,47.171016,25.979198
2045,1.0986528,2.35704,21.754604999999998,0.6888,12.42,51.220510000000004,28.246803
2050,1.0986528,2.2556,23.498895,0.6888,12.42,55.271669,30.514637999999998
2025,0.0,7.5059,0.19183726999999998,16.3716,12.42,3.1703845999999998,8.4846252
2030,0.6753901499999999,5.04524,17.396459999999998,16.3327,12.42,37.908557,22.218027999999997
2035,0.6753901499999999,2.81574,18.815405,15.903979999999999,12.42,41.666535,24.668412
2040,0.6753901499999999,2.4444,20.221071,5.02332,12.42,45.459017,27.117447
2045,0.6753901499999999,2.35704,21.62875,0.6888,12.42,49.251237,29.566796999999998
2050,0.6753901499999999,2.2556,23.049111,0.6888,12.42,53.115212,31.997914
2025,0.0,7.5059,0.1281,16.3716,12.42,3.0339157,8.703968699999999
2030,1.9490490999999999,5.04524,17.195567,16.3327,12.42,37.380851,21.008138
2035,2.0048016,2.81574,18.926512,15.903979999999999,12.42,41.145479,23.37978
2040,2.0048016,2.4444,20.714937000000003,5.02332,12.42,44.813888,25.911099
2045,2.0048016,2.35704,22.509145,0.6888,12.42,48.499416,28.434724
2050,2.0048016,2.2556,24.30916,0.6888,12.42,52.202126,30.950625
2025,0.0,7.5059,0.1281,16.3716,12.42,4.5981846,7.5877141
2030,3.2998768,5.04524,19.277467,16.3327,12.42,43.958069,13.648221
2035,3.2998768,2.81574,21.742138,15.903979999999999,12.42,49.45637,15.230482
2040,3.2998768,2.4444,24.019806,5.02332,12.42,54.146826000000004,17.434504
2045,3.2998768,2.35704,26.736148,0.6888,12.42,60.236408000000004,18.476495
2050,3.2998768,2.2556,29.23435,0.6888,12.42,65.63024300000001,20.096331999999997
2025,0.0,7.5059,0.1281,16.3716,12.42,4.4187038,7.5507394
2030,3.0684679,5.04524,17.513175,16.3327,12.42,32.897760999999996,20.003171
2035,3.0684679,2.81574,19.418105,15.903979999999999,12.42,36.082741,22.736273
2040,3.0684679,2.4444,21.359596,5.02332,12.42,40.207719,25.036513
2045,3.0684679,2.35704,23.312366,0.6888,12.42,43.899491000000005,27.529969
2050,3.0684679,2.2556,25.265136,0.6888,12.42,47.591263,30.023425
2025,0.0,7.5059,0.1281,16.3716,12.42,3.7916518,7.8659216999999995
2030,1.2381198,5.04524,17.710917000000002,16.3327,12.42,30.436961,23.117251
2035,1.2381198,2.81574,19.478158,15.903979999999999,12.42,33.473413,25.644346000000002
2040,1.2381198,2.4444,21.233663,5.02332,12.42,36.299555999999995,28.27822
