year,LandbasedWind,UtilityPV,Res PV,Coal-CCS,Nuclear,NaturalGas-CCS,Battery,Biomass
2039-01-01,1.3114514301732298,0.7531546254591269,1.00448370762434,5.32470295537466,5.384180468493519,2.09054645705275,0.725,3.675
2040-01-01,1.2999269489404501,0.745882957997442,0.991135832691587,5.28759010881155,5.3408657918036795,2.07282659555428,0.715,3.6519999999999997
2041-01-01,1.28832873548974,0.738611290535758,0.977787957758832,5.25973540251114,5.30690255837616,2.0587361717113497,0.705,3.637
2042-01-01,1.2766567898211199,0.731339623074073,0.9644400828260778,5.22463735633362,5.26562987839045,2.0418097839739002,0.695,3.6159999999999997
2043-01-01,1.2649111119345802,0.7240679556123879,0.951092207893324,5.19313568932505,5.22798305450766,2.02628966313389,0.6839999999999999,3.598
2044-01-01,1.25309170183012,0.7167962881507031,0.9377443329605699,5.161384483434249,5.1900826913625595,2.0106706641523395,0.6739999999999999,3.5789999999999997
2045-01-01,1.24119855950775,0.7095246206890189,0.9243964580278149,5.13251617002806,5.155077844018789,1.99617289441933,0.6639999999999999,3.5629999999999997
2046-01-01,1.22923168496745,0.702252953227334,0.911048583095061,5.094295549547259,5.110680378675379,1.97803861961337,0.654,3.54
2047-01-01,1.2171910782092399,0.6949812857656489,0.897700708162307,5.06281913190136,5.0730541521855494,1.9625254036918498,0.644,3.522
2048-01-01,1.2050767392331099,0.687709618303965,0.8843528332295529,5.03112638762501,5.035209482000759,1.9469278383855797,0.633,3.5029999999999997
2049-01-01,1.19288866803906,0.6804379508422799,0.871004958296798,4.999323230193401,4.99725311454082,1.93128666537199,0.623,3.485
2050-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2051-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2052-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2053-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2054-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2055-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2056-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2057-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2058-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2059-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
2060-01-01,1.18062686462709,0.673166283380596,0.8576570833640439,4.9246126432272606,4.91645813493375,1.89909777510767,0.613,3.436
